origin,destination,dist_km,total_veh,n_av,n_normal,av_fraction,scenario,E_eff,ground_max,domain_max,ground_mean
2130,2131,2.835131619,610.693946392235,405.472623339477,205.221323052759,0.663953893328837,No Policy,7.08739144268035e-10,4.85349309818386e-09,4.85349309818386e-09,3.14514449045338e-09
2130,2132,5.006153108,329892.756345031,219033.579956265,110859.176388766,0.663953893328837,No Policy,3.828561118273e-07,2.6218242796091e-06,2.6218242796091e-06,1.69898586876224e-06
2131,2126,2.715138703,807.301784094474,536.011162640842,271.290621453632,0.663953893328837,No Policy,9.36911818113365e-10,6.4160348410224e-09,6.4160348410224e-09,4.15769760512269e-09
2131,2130,2.835131619,561.117603134655,372.5562172166,188.561385918056,0.663953893328837,No Policy,6.51203458342391e-10,4.45948486991282e-09,4.45948486991282e-09,2.88982058594352e-09
2131,2132,3.076300139,330155.725349755,219208.179250776,110947.546098979,0.663953893328837,No Policy,3.83161299767148e-07,2.62391422704841e-06,2.62391422704841e-06,1.70034018956607e-06
2131,2136,2.155,330155.725349755,219208.179250776,110947.546098979,0.663953893328837,No Policy,3.83161299767148e-07,2.62391422704841e-06,2.62391422704841e-06,1.70034018956607e-06
2132,2130,5.006153108,329318.909090909,218652.571837714,110666.337253195,0.663953893328837,No Policy,3.82190135008257e-07,2.61726362577628e-06,2.61726362577628e-06,1.6960304890007e-06
2132,2131,3.076300139,329538.030769231,218798.058529149,110739.972240082,0.663953893328837,No Policy,3.824444360566e-07,2.61900509637654e-06,2.61900509637654e-06,1.69715899099975e-06
2132,2136,2.44,733.333333333333,486.89952177448,246.433811558853,0.663953893328837,No Policy,8.51067940333034e-10,5.82817022017031e-09,5.82817022017031e-09,3.77675152443344e-09
2134,2135,2.171957846,330000,219104.784798516,110895.215201484,0.663953893328837,No Policy,3.82980573149865e-07,2.62267659907664e-06,2.62267659907664e-06,1.69953818599505e-06
2134,2215,2.613197929,330000,219104.784798516,110895.215201484,0.663953893328837,No Policy,3.82980573149865e-07,2.62267659907664e-06,2.62267659907664e-06,1.69953818599505e-06
2135,2134,2.171957846,330254.870481472,219274.007046984,110980.863434488,0.663953893328837,No Policy,3.83276362371299e-07,2.62470218346316e-06,2.62470218346316e-06,1.700850798467e-06
2136,2126,2.368,329538.030769231,218798.058529149,110739.972240082,0.663953893328837,No Policy,3.824444360566e-07,2.61900509637654e-06,2.61900509637654e-06,1.69715899099975e-06
2136,2131,2.155,329538.030769231,218798.058529149,110739.972240082,0.663953893328837,No Policy,3.824444360566e-07,2.61900509637654e-06,2.61900509637654e-06,1.69715899099975e-06
2136,2132,2.44,733.333333333333,486.89952177448,246.433811558853,0.663953893328837,No Policy,8.51067940333034e-10,5.82817022017031e-09,5.82817022017031e-09,3.77675152443344e-09
2203,2108,0.682207211,219717.449275363,145882.255878659,73835.1933967045,0.663953893328837,No Policy,2.54992468650015e-07,1.39540733904976e-06,1.39540733904976e-06,9.11184496710029e-07
2203,2109,0.512428871,220000.000000001,146069.856532345,73930.1434676562,0.663953893328837,No Policy,2.55320382099911e-07,1.14868616368744e-06,1.14868616368744e-06,7.07937660550667e-07
2203,2114,0.667789107,220000.000000001,146069.856532345,73930.1434676562,0.663953893328837,No Policy,2.55320382099911e-07,1.37101447054828e-06,1.37101447054828e-06,8.91934256499303e-07
2210,2127,1.386892182,658983.038930058,437534.354335281,221448.684594777,0.663953893328837,No Policy,7.64780914986284e-07,5.23727089512204e-06,5.23727089512204e-06,3.3938389048021e-06
2215,2115,0.907591305,1015.60592315095,674.315506763901,341.290416387049,0.663953893328837,No Policy,1.17865860164469e-09,7.64711191393105e-09,7.64711191393105e-09,5.03679427172378e-09
2215,2134,2.613197929,331251.245914268,219935.554394806,111315.691519462,0.663953893328837,No Policy,3.84432703081374e-07,2.63262088204343e-06,2.63262088204343e-06,1.70598224724162e-06
2108,2109,1.194102859,366.666666666667,286.337721462565,80.3289452041022,0.780921058534267,High Rebates,3.7589512690804e-10,2.57415498896045e-09,2.57415498896045e-09,1.66809537323367e-09
2108,2110,1.060104309,196.451579563854,153.413175463734,43.0384041001204,0.780921058534267,High Rebates,2.01395976631199e-10,1.37917312806397e-09,1.37917312806397e-09,8.93727193458845e-10
2108,2111,0.891136501,293.82995951417,229.458003012886,64.3719565012836,0.780921058534267,High Rebates,3.01225227057172e-10,1.92993552559774e-09,1.92993552559774e-09,1.27278193368649e-09
2108,2114,0.714440978,1029.24903720663,803.762247630777,225.486789575853,0.780921058534267,High Rebates,1.05515372034754e-09,5.88091331286434e-09,5.88091331286434e-09,3.85228762013669e-09
2108,2116,1.060113653,132364.366909605,103366.121519267,28998.2453903382,0.780921058534267,High Rebates,1.35695783175241e-07,9.29253805748048e-07,9.29253805748048e-07,6.02171967335224e-07
2108,2203,0.682207211,220368.287648366,172090.236457746,48278.0511906202,0.780921058534267,High Rebates,2.25914633051155e-07,1.23628332486555e-06,1.23628332486555e-06,8.07278396518771e-07
2109,2108,1.194102859,562.599486508178,439.345786534801,123.253699973377,0.780921058534267,High Rebates,5.76759287398336e-10,3.94968620449531e-09,3.94968620449531e-09,2.55946254662162e-09
2109,2110,0.603499322,294.677369345782,230.119763195601,64.5576061501808,0.780921058534267,High Rebates,3.020939649468e-10,1.52670153534688e-09,1.52670153534688e-09,9.78611042573259e-10
2109,2113,0.262455142,132599.61757439,103549.833717432,29049.7838569584,0.780921058534267,High Rebates,1.35936954752953e-07,4.04337195563452e-07,4.04337195563452e-07,1.99304359647973e-07
2109,2203,0.512428871,220549.189509152,172231.506530362,48317.6829787904,0.780921058534267,High Rebates,2.26100087945476e-07,1.01722408722485e-06,1.01722408722485e-06,6.26917310690004e-07
2110,2108,1.060104309,449.903834334265,351.33937854694,98.5644557873253,0.780921058534267,High Rebates,4.61227251554979e-10,3.15851509010177e-09,3.15851509010177e-09,2.0467704666902e-09
2110,2109,0.603499322,366.666666666667,286.337721462565,80.3289452041022,0.780921058534267,High Rebates,3.7589512690804e-10,1.89967273090337e-09,1.89967273090337e-09,1.21768444499202e-09
2110,2111,1.025019777,293.82995951417,229.458003012886,64.3719565012836,0.780921058534267,High Rebates,3.01225227057172e-10,2.06281051688031e-09,2.06281051688031e-09,1.33673562540824e-09
2110,2113,0.855902515,132497.522827371,103470.105779519,29027.4170478522,0.780921058534267,High Rebates,1.35832290431442e-07,8.47109947873594e-07,8.47109947873594e-07,5.59475009941198e-07
2110,2127,2.811209001,209.19219763749,163.362592416178,45.8296052213117,0.780921058534267,High Rebates,2.1445725730668e-10,1.46861765236403e-09,1.46861765236403e-09,9.51688737260945e-10
2110,2128,3.397016429,330101.530793913,257783.236851365,72318.2939425485,0.780921058534267,High Rebates,3.38409700391772e-07,2.31745227915445e-06,2.31745227915445e-06,1.50174773513094e-06
2111,2108,0.891136501,579.530456426543,452.567537485463,126.96291894108,0.780921058534267,High Rebates,5.9411638490599e-10,3.8064750710675e-09,3.8064750710675e-09,2.51034951024188e-09
2111,2110,1.025019777,235.741895476625,184.095810556481,51.6460849201445,0.780921058534267,High Rebates,2.4167517195744e-10,1.65500775367677e-09,1.65500775367677e-09,1.07247263215062e-09
2111,2116,1.26381351,264160.538817253,206288.527596152,57872.0112211015,0.780921058534267,High Rebates,2.70809070716748e-07,1.85451864240794e-06,1.85451864240794e-06,1.20175901615992e-06
2111,2118,1.636543894,429.000586220785,335.015591903357,93.9849943174285,0.780921058534267,High Rebates,4.39797899457506e-10,3.01176545260143e-09,3.01176545260143e-09,1.95167425360751e-09
2111,2127,2.385681299,251.030637164988,196.035110899414,54.9955262655741,0.780921058534267,High Rebates,2.57348708768016e-10,1.76234118283684e-09,1.76234118283684e-09,1.14202648471313e-09
2113,2109,0.262455142,165183.333333333,128995.143518885,36188.1898144479,0.780921058534267,High Rebates,1.69340754672072e-07,5.03695010404934e-07,5.03695010404934e-07,2.48279437578681e-07
2113,2111,1.719992713,165074.078272605,128909.823941211,36164.2543313939,0.780921058534267,High Rebates,1.69228749822296e-07,1.15888980581856e-06,1.15888980581856e-06,7.5097992602003e-07
2113,2114,0.928678339,166070.870055553,129688.239635489,36382.6304200639,0.780921058534267,High Rebates,1.70250629387075e-07,1.11783981876153e-06,1.11783981876153e-06,7.35061081585815e-07
2113,2129,1.708088604,165373.79991602,129143.882884252,36229.9170317676,0.780921058534267,High Rebates,1.69536015018265e-07,1.16099397844683e-06,1.16099397844683e-06,7.52343464983589e-07
2114,2108,0.714440978,842.662913212695,658.053214173627,184.609699039068,0.780921058534267,High Rebates,8.63871498280322e-10,4.8147993006815e-09,4.8147993006815e-09,3.15393047860183e-09
2114,2113,0.928678339,132701.712321409,103629.561655344,29072.1506660645,0.780921058534267,High Rebates,1.36041619074464e-07,8.9322864389816e-07,8.9322864389816e-07,5.87362877996814e-07
2114,2203,0.667789107,220732.522842485,172374.675391093,48357.8474513924,0.780921058534267,High Rebates,2.2628803550893e-07,1.21511713496215e-06,1.21511713496215e-06,7.90512880508553e-07
2115,2116,1.972403126,132302.89747638,103318.118744405,28984.7787319747,0.780921058534267,High Rebates,1.35632766646869e-07,9.28822264343853e-07,9.28822264343853e-07,6.01892321306611e-07
2115,2118,1.999934567,353.407751104621,275.983555086835,77.4241960177856,0.780921058534267,High Rebates,3.62302503959336e-10,2.48107179720887e-09,2.48107179720887e-09,1.60777591222509e-09
2115,2120,0.952875416,132433.906717801,103420.426619894,29013.4800979075,0.780921058534267,High Rebates,1.35767073198042e-07,9.01548173894417e-07,9.01548173894417e-07,5.91635021549175e-07
2115,2130,3.902644454,454.170766687449,354.671515876882,99.4992508105667,0.780921058534267,High Rebates,4.65601576314274e-10,3.18847075884133e-09,3.18847075884133e-09,2.06618223973451e-09
2115,2215,0.907591305,941.247460386361,735.039963107608,206.207497278753,0.780921058534267,High Rebates,9.64937273383095e-10,6.26049248627841e-09,6.26049248627841e-09,4.12349303213574e-09
2116,2108,1.060113653,165202.83901665,129010.375917748,36192.4630989016,0.780921058534267,High Rebates,1.69360751284724e-07,1.15979376066856e-06,1.15979376066856e-06,7.51565703842018e-07
2116,2111,1.26381351,164890.744939271,128766.655080479,36124.0898587917,0.780921058534267,High Rebates,1.69040802258841e-07,1.15760272832408e-06,1.15760272832408e-06,7.50145878333411e-07
2116,2115,1.972403126,165057.362936679,128896.770583386,36160.592353293,0.780921058534267,High Rebates,1.69211613785971e-07,1.15877245709484e-06,1.15877245709484e-06,7.5090388208952e-07
2116,2118,1.370015114,165000.278848558,128852.192416865,36148.0864316929,0.780921058534267,High Rebates,1.69153092975384e-07,1.15837170266695e-06,1.15837170266695e-06,7.50644186535121e-07
2118,2111,1.636543894,251.854251012146,196.67828829676,55.175962715386,0.780921058534267,High Rebates,2.58193051763291e-10,1.76812330018312e-09,1.76812330018312e-09,1.14577339320707e-09
2118,2115,1.999934567,356.585919520766,278.465453730572,78.1204657901945,0.780921058534267,High Rebates,3.65560662196032e-10,2.50338388289299e-09,2.50338388289299e-09,1.62223451594417e-09
2118,2116,1.370015114,132371.086421451,103371.36892757,28999.7174938806,0.780921058534267,High Rebates,1.35702671807309e-07,9.29300979561527e-07,9.29300979561527e-07,6.02202536753281e-07
2118,2119,1.964409789,343.599663545107,268.324212967663,75.2754505774441,0.780921058534267,High Rebates,3.5224756127413e-10,2.41221487669028e-09,2.41221487669028e-09,1.56315547910247e-09
2118,2120,2.237183405,132585.962704214,103539.17034176,29046.7923624544,0.780921058534267,High Rebates,1.35922956209796e-07,9.30809501894119e-07,9.30809501894119e-07,6.03180084388993e-07
2118,2125,2.750825735,323.831752218138,252.887034729195,70.9447174889432,0.780921058534267,High Rebates,3.31982120718791e-10,2.27343578333488e-09,2.27343578333488e-09,1.47322431158516e-09
2118,2127,2.627991548,179.307597974991,140.025079213867,39.2825187611243,0.780921058534267,High Rebates,1.83820506262868e-10,1.25881513059774e-09,1.25881513059774e-09,8.15733203366522e-10
2119,2118,1.964409789,380.329084662598,297.006991386085,83.3220932765131,0.780921058534267,High Rebates,3.89901407852907e-10,2.67007093835724e-09,2.67007093835724e-09,1.73025050845057e-09
