ZIP,2108,2109,2110,2111,2113,2114,2115,2116,2118,2119,2120,2121,2122,2124,2125,2126,2127,2128,2129,2130,2131,2132,2134,2135,2136,2203,2210,2215
2108,0,1.194102859,1.060104309,0.891136501,-1,0.714440978,-1,1.060113653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.682207211,-1,-1
2109,1.194102859,0,0.603499322,-1,0.262455142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.512428871,-1,-1
2110,1.060104309,0.603499322,0,1.025019777,0.855902515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.811209001,3.397016429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2111,0.891136501,-1,1.025019777,0,-1,-1,-1,1.26381351,1.636543894,-1,-1,-1,-1,-1,-1,-1,2.385681299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2113,-1,0.262455142,-1,1.719992713,0,0.928678339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.708088604,-1,-1,-1,-1,-1,-1,-1,-1,-1
2114,0.714440978,-1,-1,-1,0.928678339,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667789107,-1,-1
2115,-1,-1,-1,-1,-1,-1,0,1.972403126,1.999934567,-1,0.952875416,-1,-1,-1,-1,-1,-1,-1,-1,3.902644454,-1,-1,-1,-1,-1,-1,-1,0.907591305
2116,1.060113653,-1,-1,1.26381351,-1,-1,1.972403126,0,1.370015114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2118,-1,-1,-1,1.636543894,-1,-1,1.999934567,1.370015114,0,1.964409789,2.237183405,-1,-1,-1,2.750825735,-1,2.627991548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2119,-1,-1,-1,-1,-1,-1,-1,-1,1.964409789,0,1.305711996,2.023971733,-1,-1,2.563154726,-1,-1,-1,-1,2.96757456,-1,-1,-1,-1,-1,-1,-1,-1
2120,-1,-1,-1,-1,-1,-1,0.952875416,-1,2.237183405,1.305711996,0,-1,-1,-1,-1,-1,-1,-1,-1,2.994964442,-1,-1,-1,-1,-1,-1,-1,-1
2121,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.023971733,-1,0,3.969033818,2.549820527,2.709846204,3.557329907,-1,-1,-1,2.378980882,-1,-1,-1,-1,-1,-1,-1,-1
2122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.969033818,0,3.035840126,2.394128776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.549820527,3.035840126,0,-1,2.271222943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2125,-1,-1,-1,-1,-1,-1,-1,-1,2.750825735,2.563154726,-1,2.709846204,2.394128776,-1,0,-1,2.505750037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.271222943,-1,0,-1,-1,-1,4.155079203,2.715138703,-1,-1,-1,8.18036171,-1,-1,-1
2127,-1,-1,2.811209001,2.385681299,-1,-1,-1,-1,2.627991548,-1,-1,-1,-1,-1,2.505750037,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.386892182,-1
2128,-1,-1,3.397016429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2129,-1,-1,-1,-1,1.708088604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2130,-1,-1,-1,-1,-1,-1,3.902644454,-1,-1,2.96757456,2.994964442,2.378980882,-1,-1,-1,-1,-1,-1,-1,0,2.835131619,5.006153108,-1,-1,-1,-1,-1,-1
2131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.715138703,-1,-1,-1,2.835131619,0,3.076300139,-1,-1,7.847369794,-1,-1,-1
2132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.006153108,3.076300139,0,-1,-1,-1,-1,-1,-1
2134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2.171957846,-1,-1,-1,2.613197929
2135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.171957846,0,-1,-1,-1,-1
2136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.18036171,-1,-1,-1,-1,7.847369794,-1,-1,-1,0,-1,-1,-1
2203,0.682207211,0.512428871,-1,-1,-1,0.667789107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.386892182,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
2215,-1,-1,-1,-1,-1,-1,0.907591305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.613197929,-1,-1,-1,-1,0
