origin,destination,dist_km,total_veh,n_av,n_normal,av_fraction,E_eff,ground_max,domain_max,ground_mean
2127,2210,1.386892182,659631.270421169,131926.254084234,527705.016336935,0.2,1.11974444052976e-06,7.66808487691721e-06,7.66808487691721e-06,4.96904691427077e-06
2128,2110,3.397016429,658910.987260137,131782.197452027,527128.78980811,0.2,1.11852173763295e-06,7.65971172564029e-06,7.65971172564029e-06,4.96362097256785e-06
2129,2113,1.708088604,264350.778802819,52870.1557605638,211480.623042255,0.2,4.4874360599244e-07,3.07302624971814e-06,3.07302624971814e-06,1.99137227205211e-06
2130,2115,3.902644454,332.240161037034,66.4480322074068,265.792128829627,0.2,5.63987927686323e-10,3.86222707835844e-09,3.86222707835844e-09,2.5027875739484e-09
2130,2119,2.96757456,379.017672259605,75.803534451921,303.214137807684,0.2,6.43394196736984e-10,4.40600652373949e-09,4.40600652373949e-09,2.85516572553205e-09
2130,2120,2.994964442,132380.446950921,26476.0893901842,105904.357560737,0.2,2.24719894515452e-07,1.53889687888169e-06,1.53889687888169e-06,9.97230848396949e-07
2130,2121,2.378980882,687.038476247938,137.407695249588,549.63078099835,0.2,1.16626901832212e-09,7.98668829968188e-09,7.98668829968188e-09,5.17550724695835e-09
2130,2131,2.835131619,791.286759060081,158.257351812016,633.029407248065,0.2,1.34323369593532e-09,9.19855425680363e-09,9.19855425680363e-09,5.96081660273671e-09
2130,2132,5.006153108,329841.765309215,65968.353061843,263873.412247372,0.2,5.59916576913791e-07,3.83434619575927e-06,3.83434619575927e-06,2.4847202969333e-06
2131,2126,2.715138703,330239.998345065,66047.999669013,264191.998676052,0.2,5.60592589783289e-07,3.83897557713736e-06,3.83897557713736e-06,2.48772021329065e-06
2131,2130,2.835131619,647.096268330217,129.419253666043,517.677014664174,0.2,1.09846588759759e-09,7.52236792219433e-09,7.52236792219433e-09,4.87461989685443e-09
2131,2132,3.076300139,330239.998345065,66047.999669013,264191.998676052,0.2,5.60592589783289e-07,3.83897557713736e-06,3.83897557713736e-06,2.48772021329065e-06
2131,2136,7.847369794,550,110,440,0.2,9.33641975308642e-10,6.39364273863436e-09,6.39364273863436e-09,4.14318714924467e-09
2132,2130,5.006153108,263690.71559633,52738.143119266,210952.572477064,0.2,4.47623128327103e-07,3.06535314366868e-06,3.06535314366868e-06,1.98639997133427e-06
2132,2131,3.076300139,330000,66000,264000,0.2,5.60185185185185e-07,3.83618564318061e-06,3.83618564318061e-06,2.4859122895468e-06
2134,2135,2.171957846,330000,66000,264000,0.2,5.60185185185185e-07,3.83618564318061e-06,3.83618564318061e-06,2.4859122895468e-06
2134,2215,2.613197929,330000,66000,264000,0.2,5.60185185185185e-07,3.83618564318061e-06,3.83618564318061e-06,2.4859122895468e-06
2135,2134,2.171957846,330254.870481472,66050.9740962944,264203.896385178,0.2,5.60617835693857e-07,3.83914846282271e-06,3.83914846282271e-06,2.48783224609872e-06
2203,2108,0.682207211,219717.449275363,43943.4898550726,175773.95942029,0.2,3.72977151547684e-07,2.04106049611157e-06,2.04106049611157e-06,1.33278837573737e-06
2203,2109,0.512428871,220000.000000001,44000.0000000002,176000.000000001,0.2,3.73456790123459e-07,1.68018175447533e-06,1.68018175447533e-06,1.03549949339064e-06
2203,2114,0.667789107,220000.000000001,44000.0000000002,176000.000000001,0.2,3.73456790123459e-07,2.00538107914711e-06,2.00538107914711e-06,1.30463107447111e-06
2210,2127,1.386892182,658983.038930058,131796.607786012,527186.431144047,0.2,1.11864404756646e-06,7.66054931225158e-06,7.66054931225158e-06,4.96416374266404e-06
2215,2115,0.907591305,990.113285539054,198.022657107811,792.090628431243,0.2,1.68074786125457e-09,1.0904656340843e-08,1.0904656340843e-08,7.18238613621127e-09
2215,2134,2.613197929,331288.413956828,66257.6827913656,265030.731165462,0.2,5.62372307642764e-07,3.8511632041614e-06,3.8511632041614e-06,2.49561799890833e-06
