"year","A","C","I","K","pct_AV","adoption","r","s","i","scenario"
20,79644.4238240027,381920.573061976,146951676.841749,0.581428571428571,0.208536615834723,0.781428571428571,8285.71428571429,3428.57142857143,18571428.5714286,"Ramp-Up"
21,87458.4340450516,378031.824782838,164697538.683832,0.657142857142857,0.231352040520114,0.857142857142857,8857.14285714286,3785.71428571429,20714285.7142857,"Ramp-Up"
22,95872.8347393001,374318.07017626,184227791.259561,0.74,0.256126653714995,0.928735880249899,9428.57142857143,4142.85714285714,22857142.8571429,"Ramp-Up"
23,103939.912326019,370771.434526979,205506389.876118,0.83,0.280334196884998,0.931091549026775,10000,4500,2.5e+07,"Ramp-Up"
24,111674.335166229,367384.397481916,228498017.943478,0.927142857142857,0.303971360601197,0.933374936097375,10571.4285714286,4857.14285714286,27142857.1428571,"Ramp-Up"
25,119090.136178854,364149.77710388,253168072.266734,1,0.327036136410656,0.935587893977174,11142.8571428571,5214.28571428571,29285714.2857143,"Ramp-Up"
26,126200.741125452,361060.714642856,279482648.635517,1,0.349527755325814,0.937732251856305,11714.2857142857,5571.42857142857,31428571.4285714,"Ramp-Up"
27,133018.995602658,358110.659992578,307408527.704508,1,0.37144662380454,0.9398098141365,12285.7142857143,5928.57142857143,33571428.5714286,"Ramp-Up"
28,139557.19080257,355293.357801562,336913161.159163,1,0.392794257866524,0.941822359121269,12857.1428571429,6285.71428571429,35714285.7142857,"Ramp-Up"
29,145827.088098416,352602.834209142,367964658.160891,1,0.41357321595413,0.943771637851618,13428.5714285714,6642.85714285714,37857142.8571429,"Ramp-Up"
30,151839.942510233,350033.384178382,400531772.066041,1,0.433787031104592,0.945659373079663,14000,7000,4e+07,"Ramp-Up"
0,98,512539,6983872,0.01,0.00019120496196387,0,12000,5000,3e+07,"Pulse"
1,4215.87002768166,502772.422508651,36842797.7856,0.11,0.00838524517046104,0.31,12000,5000,3e+07,"Pulse"
2,9478.2036549827,493445.341004412,66098573.2703309,0.21,0.0192082138939436,0.41,12000,5000,3e+07,"Pulse"
3,15833.5000199202,484537.978167864,94763382.0902702,0.31,0.0326775211301081,0.51,12000,5000,3e+07,"Pulse"
4,23232.5757993006,476031.44665896,122849161.772047,0.41,0.0488047080972467,0.61,12000,5000,3e+07,"Pulse"
5,31628.460919474,467907.709067958,150367608.704251,0.51,0.0675955114791245,0.71,12000,5000,3e+07,"Pulse"
6,39779.507984326,460149.53966855,149330183.008426,0.52,0.0864490878616972,0.72,1000,500,2e+06,"Pulse"
7,47696.7347063462,452740.487892116,148313713.311655,0.53,0.105351158073832,0.73,1000,500,2e+06,"Pulse"
8,55390.663000962,445664.843445621,147317776.30276,0.54,0.124287710407475,0.74,1000,500,2e+06,"Pulse"
9,62871.3412974066,438907.602999219,146341957.221444,0.55,0.143245049454107,0.75,1000,500,2e+06,"Pulse"
10,70148.3658455977,432454.438372904,145385849.685571,0.56,0.162209841363933,0.76,1000,500,2e+06,"Pulse"
11,78427.6920399853,426291.666154774,172449055.521922,0.66,0.183976601624463,0.86,12000,5000,3e+07,"Pulse"
12,87382.0298914453,420406.21868646,198965584.60038,0.76,0.207851420857823,0.938779270676288,12000,5000,3e+07,"Pulse"
13,95933.4225395897,414785.61635422,224946479.791452,0.86,0.231284352101699,0.938779270676288,12000,5000,3e+07,"Pulse"
14,104100.002518568,409417.94112693,250402560.899665,0.96,0.254263411691316,0.938779270676288,12000,5000,3e+07,"Pulse"
15,111899.086398491,404291.811284869,275344429.169491,1,0.27677801843888,0.938779270676288,12000,5000,3e+07,"Pulse"
16,118623.39237698,399396.3572857,271782471.700268,1,0.297006695762438,0.884347274835823,1000,500,2e+06,"Pulse"
17,125045.104586437,394721.198716494,268292465.771922,1,0.316793486118918,0.884347274835823,1000,500,2e+06,"Pulse"
18,131177.839746468,390256.422282903,264872957.963329,1,0.336132430516095,0.884347274835823,1000,500,2e+06,"Pulse"
19,137034.601824297,385992.560788822,261522524.21247,1,0.355018763947809,0.884347274835823,1000,500,2e+06,"Pulse"
20,142627.809608625,381920.573061976,258239769.223378,1,0.373448878297215,0.884347274835823,1000,500,2e+06,"Pulse"
21,148133.203279747,378031.824782838,263023325.885066,1,0.391853789994647,0.89667124922786,3000,1500,1e+07,"Pulse"
22,153390.85423567,374318.07017626,267710254.702188,1,0.409787468084136,0.89667124922786,3000,1500,1e+07,"Pulse"
23,158411.910898575,370771.434526979,272302507.557204,1,0.427249502380552,0.89667124922786,3000,1500,1e+07,"Pulse"
24,163207.02001165,367384.397481916,276801996.904548,1,0.444240477086902,0.89667124922786,3000,1500,1e+07,"Pulse"
25,167786.349214637,364149.77710388,281210596.567076,1,0.460761916563725,0.89667124922786,3000,1500,1e+07,"Pulse"
26,172159.608603489,361060.714642856,285530142.516421,1,0.476816229574523,0.89667124922786,3000,1500,1e+07,"Pulse"
27,176336.071319843,358110.659992578,289762433.63759,1,0.492406652523267,0.89667124922786,3000,1500,1e+07,"Pulse"
28,180324.593213961,355293.357801562,293909232.47811,1,0.507537192166355,0.89667124922786,3000,1500,1e+07,"Pulse"
29,184133.631622844,352602.834209142,297972265.982052,1,0.52221256824506,0.89667124922786,3000,1500,1e+07,"Pulse"
30,187771.263303326,350033.384178382,301953226.209215,1,0.536438156446346,0.89667124922786,3000,1500,1e+07,"Pulse"
0,98,512539,6983872,0.01,0.00019120496196387,0,9939.14193805498,1000,6200000,"Adaptive"
1,3152.05582698962,502772.422508651,13042797.7856,0.03,0.00626934908494387,0.23,9939.14193805498,1000,6200000,"Adaptive"
2,6380.48675231237,493445.341004412,20179333.2703309,0.053448275862069,0.0129304833222761,0.253448275862069,9827.86740683523,1172.41379310345,7400000,"Adaptive"
3,9821.29995691793,484537.978167864,28371710.7382702,0.0803448275862069,0.0202694120986228,0.280344827586207,9683.77223398316,1344.8275862069,8600000,"Adaptive"
4,13510.7922986132,476031.44665896,37598602.1813571,0.110689655172414,0.0283821423845821,0.310689655172414,9513.13550443985,1517.24137931034,9800000,"Adaptive"
5,17483.6272766038,467907.709067958,47839110.4172937,0.14448275862069,0.0373655465335891,0.34448275862069,9319.58618256023,1689.65517241379,1.1e+07,"Adaptive"
6,21772.9085326312,460149.53966855,59072760.3868644,0.181724137931034,0.0473170277391007,0.381724137931034,9105.57280900008,1862.06896551724,12200000,"Adaptive"
7,26410.2500445583,452740.487892116,71279490.6270497,0.222413793103448,0.0583341908905033,0.422413793103448,8872.89291974082,2034.48275862069,13400000,"Adaptive"
8,31425.8431612442,445664.843445621,84439644.9163833,0.266551724137931,0.0705145214468297,0.466551724137931,8622.93925468181,2206.89655172414,14600000,"Adaptive"
9,36848.5206208496,438907.602999219,98533964.0890724,0.314137931034483,0.0839550747561673,0.514137931034483,8356.8323274845,2379.31034482759,15800000,"Adaptive"
10,42705.8176883176,432454.438372904,113543578.014473,0.365172413793104,0.0987521780305849,0.565172413793104,8075.49910270125,2551.72413793103,1.7e+07,"Adaptive"
11,49024.0305416692,426291.666154774,129449997.738581,0.419655172413793,0.115001146946818,0.619655172413793,7779.72307366184,2724.13793103448,18200000,"Adaptive"
12,55828.2720309142,420406.21868646,146235107.784261,0.477586206896552,0.132796018587325,0.677586206896552,7470.1778718653,2896.55172413793,19400000,"Adaptive"
13,63142.524927812,414785.61635422,163881158.607019,0.538965517241379,0.152229302170135,0.738965517241379,7147.45078271434,3068.96551724138,20600000,"Adaptive"
14,70989.692779393,409417.94112693,182370759.203158,0.603793103448276,0.173391748744553,0.803793103448276,6812.05976170146,3241.37931034483,21800000,"Adaptive"
15,79391.6484730711,404291.811284869,201686869.867254,0.672068965517241,0.196372140758327,0.872068965517241,6464.46609406726,3413.79310344828,2.3e+07,"Adaptive"
16,87966.5112209323,399396.3572857,221812795.095935,0.743793103448276,0.220248656794852,0.913504401144268,6105.08403551882,3586.20689655172,24200000,"Adaptive"
17,96130.6198669261,394721.198716494,242732176.634997,0.818965517241379,0.243540555155162,0.911633000804061,5734.28830131521,3758.62068965517,25400000,"Adaptive"
18,103901.208000025,390256.422282903,264428986.66697,0.897586206896552,0.266238304016186,0.909667573096205,5352.4199845511,3931.03448275862,26600000,"Adaptive"
19,111294.702802179,385992.560788822,286887521.136298,0.979655172413793,0.288333802534264,0.907605794643802,4959.7913035566,4103.44827586207,27800000,"Adaptive"
20,118326.758662252,381920.573061976,310092393.209344,1,0.309820331786763,0.905445140953243,4556.68946048183,4275.86206896552,2.9e+07,"Adaptive"
21,125012.289419095,378031.824782838,334028526.866516,1,0.330692500534602,0.903182897075922,4143.37981426147,4448.27586206897,30200000,"Adaptive"
22,131365.499270834,374318.07017626,358681150.623812,1,0.350946186511851,0.900816166417463,3720.10851709705,4620.68965517241,31400000,"Adaptive"
23,137399.912392271,370771.434526979,384035791.381211,1,0.370578473952727,0.898341878185409,3287.10472575633,4793.10344827586,32600000,"Adaptive"
24,143128.40130557,367384.397481916,410078268.395311,1,0.389587588059221,0.895756793861313,2844.58247200067,4965.51724137931,33800000,"Adaptive"
25,148563.214051481,364149.77710388,436794687.373725,1,0.407972827096091,0.893057513008328,2392.74225687269,5137.93103448276,3.5e+07,"Adaptive"
26,153716.000209686,361060.714642856,464171434.688776,1,0.425734492775638,0.890240478671555,1931.77241915572,5310.34482758621,36200000,"Adaptive"
27,158597.835817511,358110.659992578,492195171.708063,1,0.442873819564036,0.887301982589472,1461.85031754538,5482.75862068966,37400000,"Adaptive"
28,163219.247236628,355293.357801562,520852829.23956,1,0.459392903505358,0.884238170406519,983.143357926572,5655.1724137931,38600000,"Adaptive"
29,167590.23401733,352602.834209142,550131602.088921,1,0.475294631120083,0.88104504705646,495.809890914974,5827.58620689655,39800000,"Adaptive"
30,171720.290809837,350033.384178382,579018943.726725,1,0.490582608892887,0.87771848247137,0,6000,4e+07,"Adaptive"
0,98,512539,6983872,0.01,0.00019120496196387,0,15000,8000,4e+07,"Front-Loaded"
1,5013.73067820069,502772.422508651,46842797.7856,0.17,0.00997216723459892,0.37,15000,8000,4e+07,"Front-Loaded"
2,11693.4067611023,493445.341004412,83396573.2703309,0.319285714285714,0.0236974712078552,0.519285714285714,14071.4285714286,7464.28571428571,37500000,"Front-Loaded"
3,19915.1755893292,484537.978167864,116711962.49027,0.457857142857143,0.0411013717946993,0.657857142857143,13142.8571428571,6928.57142857143,3.5e+07,"Front-Loaded"
4,29467.1678731777,476031.44665896,146854380.847967,0.585714285714286,0.0619017253586791,0.785714285714286,12214.2857142857,6392.85714285714,32500000,"Front-Loaded"
5,40147.0484409806,467907.709067958,173887922.354838,0.702857142857143,0.0858012117837318,0.902857142857143,11285.7142857143,5857.14285714286,3e+07,"Front-Loaded"
6,50740.8748195795,460149.53966855,197875386.32327,0.809285714285714,0.110270402217785,0.932527018374165,10357.1428571429,5321.42857142857,27500000,"Front-Loaded"
7,60807.5656789743,452740.487892116,218878303.51954,0.905,0.134309979569276,0.928735880249899,9428.57142857143,4785.71428571429,2.5e+07,"Front-Loaded"
8,70368.23809751,445664.843445621,236956961.788445,0.99,0.157894972269887,0.924748916951104,8500,4250,22500000,"Front-Loaded"
9,79442.950496467,438907.602999219,252170431.160319,1,0.181001536436379,0.920557977540189,7571.42857142857,3714.28571428571,2e+07,"Front-Loaded"
10,88050.748743787,432454.438372904,264576588.45088,1,0.20360699516711,0.916154795582596,6642.85714285714,3178.57142857143,17500000,"Front-Loaded"
11,96209.7105350018,426291.666154774,274232141.364173,1,0.225689869574112,0.911531015607799,5714.28571428571,2642.85714285714,1.5e+07,"Front-Loaded"
12,103936.98817798,420406.21868646,281192652.108616,1,0.2472299018381,0.906678223261932,4785.71428571429,2107.14285714286,12500000,"Front-Loaded"
13,111248.8499051,414785.61635422,285512560.536022,1,0.268208070672576,0.901587979354306,3857.14285714286,1571.42857142857,1e+07,"Front-Loaded"
14,118160.719833311,409417.94112693,287245206.813195,1,0.288606599671894,0.896251857979475,2928.57142857143,1035.71428571429,7500000,"Front-Loaded"
15,124687.216689169,404291.811284869,286442853.635568,1,0.308408959095421,0.89066148886918,2000,500,5e+06,"Front-Loaded"
16,130792.514206772,399396.3572857,282656707.99213,1,0.327475480987456,0.881072823505799,500,200,2e+06,"Front-Loaded"
17,136623.073336084,394721.198716494,278947042.490689,1,0.34612550271011,0.881072823505799,500,200,2e+06,"Front-Loaded"
18,142191.257304576,390256.422282903,275312312.232377,1,0.364353407620541,0.881072823505799,500,200,2e+06,"Front-Loaded"
19,147508.872994487,385992.560788822,271751003.525283,1,0.382154704466414,0.881072823505799,500,200,2e+06,"Front-Loaded"
20,152587.195978351,381920.573061976,268261633.254072,1,0.399525992420393,0.881072823505799,500,200,2e+06,"Front-Loaded"
21,157436.994427942,378031.824782838,264842748.26234,1,0.416464922016505,0.881072823505799,500,200,2e+06,"Front-Loaded"
22,162068.5519473,374318.07017626,261492924.74744,1,0.432970152552307,0.881072823505799,500,200,2e+06,"Front-Loaded"
23,166491.689378288,370771.434526979,258210767.667542,1,0.449041306514603,0.881072823505799,500,200,2e+06,"Front-Loaded"
24,170715.785624882,367384.397481916,254994910.160658,1,0.46467892157365,0.881072823505799,500,200,2e+06,"Front-Loaded"
25,174749.797540378,364149.77710388,251844012.975412,1,0.479884400672111,0.881072823505799,500,200,2e+06,"Front-Loaded"
26,178602.278919677,361060.714642856,248756763.913309,1,0.494659960711434,0.881072823505799,500,200,2e+06,"Front-Loaded"
27,182281.398636908,358110.659992578,245731877.28226,1,0.509008580310584,0.881072823505799,500,200,2e+06,"Front-Loaded"
28,185794.957966864,355293.357801562,242768093.361159,1,0.522933947081086,0.881072823505799,500,200,2e+06,"Front-Loaded"
29,189150.407126971,352602.834209142,239864177.875263,1,0.536440404828903,0.881072823505799,500,200,2e+06,"Front-Loaded"
30,192354.861074874,350033.384178382,237018921.482183,1,0.549532901058509,0.881072823505799,500,200,2e+06,"Front-Loaded"
