origin,destination,dist_km,total_veh,n_av,n_normal,av_fraction,scenario,E_eff,ground_max,domain_max,ground_mean
2115,2120,0.952875416,132433.906717801,44356.2018360821,88077.7048817189,0.334930856722359,No Policy,2.04128444475601e-07,1.35549527600438e-06,1.35549527600438e-06,8.8953480252135e-07
2115,2130,3.902644454,454.170766687449,152.115803984878,302.054962702571,0.334930856722359,No Policy,7.00041057670761e-10,4.79392801897425e-09,4.79392801897425e-09,3.10654532549946e-09
2115,2215,0.907591305,941.247460386361,315.252818294949,625.994642091412,0.334930856722359,No Policy,1.45080202432367e-09,9.41277264636234e-09,9.41277264636234e-09,6.19975225677906e-09
2116,2108,1.060113653,165202.83901665,55331.5284048125,109871.310611837,0.334930856722359,No Policy,2.54637195165437e-07,1.74377255619587e-06,1.74377255619587e-06,1.12999370489998e-06
2116,2111,1.26381351,164890.744939271,55226.998468098,109663.746471173,0.334930856722359,No Policy,2.54156145560209e-07,1.74047829630104e-06,1.74047829630104e-06,1.12785896953542e-06
2116,2115,1.972403126,165057.362936679,55282.8039767153,109774.558959964,0.334930856722359,No Policy,2.54412964025173e-07,1.74223700633882e-06,1.74223700633882e-06,1.12899864297756e-06
2116,2118,1.370015114,165000.278848558,55263.6847541757,109736.594094382,0.334930856722359,No Policy,2.54324976844237e-07,1.7416344642345e-06,1.7416344642345e-06,1.12860818564274e-06
2118,2111,1.636543894,251.854251012146,84.3537600606661,167.50049095148,0.334930856722359,No Policy,3.88198292777288e-10,2.65840789232432e-09,2.65840789232432e-09,1.72269266006585e-09
2118,2115,1.999934567,356.585919520766,119.43162752022,237.154292000546,0.334930856722359,No Policy,5.49627590680235e-10,3.76388652935627e-09,3.76388652935627e-09,2.43906125774161e-09
2118,2116,1.370015114,132371.086421451,44335.161380406,88035.925041045,0.334930856722359,No Policy,2.04031615727638e-07,1.39722216100835e-06,1.39722216100835e-06,9.05423267889091e-07
2118,2119,1.964409789,343.599663545107,115.082129680677,228.51753386443,0.334930856722359,No Policy,5.29611083597031e-10,3.62681214907999e-09,3.62681214907999e-09,2.3502347727365e-09
2118,2120,2.237183405,132585.962704214,44407.1300778811,88178.8326263329,0.334930856722359,No Policy,2.04362817626322e-07,1.39949025377897e-06,1.39949025377897e-06,9.06893029839307e-07
2118,2125,2.750825735,323.831752218138,108.461246204324,215.370506013814,0.334930856722359,No Policy,4.99141598178132e-10,3.41815507350875e-09,3.41815507350875e-09,2.21502150708406e-09
2118,2127,2.627991548,179.307597974991,60.0556474065921,119.251950568399,0.334930856722359,No Policy,2.7637771900277e-10,1.89265311859852e-09,1.89265311859852e-09,1.22647079286606e-09
2119,2118,1.964409789,380.329084662598,127.383946162475,252.945138500123,0.334930856722359,No Policy,5.86224376861715e-10,4.01450377067003e-09,4.01450377067003e-09,2.60146541074752e-09
2119,2120,1.305711996,264145.755008116,88470.5640244427,175675.190983673,0.334930856722359,No Policy,4.07143936329958e-07,2.78814892746709e-06,2.78814892746709e-06,1.80676701509434e-06
2119,2121,2.023971733,790.810599797988,264.866871695463,525.943728102525,0.334930856722359,No Policy,1.21892453082699e-09,8.34727677372146e-09,8.34727677372146e-09,5.40917459323952e-09
2119,2125,2.563154726,430.415655007386,144.159484078339,286.256170929047,0.334930856722359,No Policy,6.63425857562466e-10,4.54318467785718e-09,4.54318467785718e-09,2.94405945771748e-09
2119,2130,2.96757456,525.150716104526,175.889179253249,349.261536851277,0.334930856722359,No Policy,8.09446775757285e-10,5.54314569931447e-09,5.54314569931447e-09,3.59205088032429e-09
2120,2115,0.952875416,164959.024693233,55249.8674645893,109709.157228644,0.334930856722359,No Policy,2.54261389302622e-07,1.68839826784262e-06,1.68839826784262e-06,1.10800018734844e-06
2120,2118,2.237183405,164905.109372754,55231.8095601108,109673.299812643,0.334930856722359,No Policy,2.54178286336203e-07,1.740629917817e-06,1.740629917817e-06,1.12795722280701e-06
2120,2119,1.305711996,165025.442280495,55272.1127639924,109753.329516503,0.334930856722359,No Policy,2.54363762774112e-07,1.74190007287835e-06,1.74190007287835e-06,1.12878030447467e-06
2120,2130,2.994964442,164989.969552472,55260.2318528054,109729.737699667,0.334930856722359,No Policy,2.54309086498435e-07,1.74152564608285e-06,1.74152564608285e-06,1.12853766966524e-06
2121,2119,2.023971733,387.548970611615,129.802108748817,257.746861862799,0.334930856722359,No Policy,5.97352826702016e-10,4.09071214004007e-09,4.09071214004007e-09,2.650849705358e-09
2121,2122,3.969033818,220310.607438606,73788.8204944356,146521.78694417,0.334930856722359,No Policy,3.39578154208998e-07,2.32545392910327e-06,2.32545392910327e-06,1.50693293777611e-06
2121,2124,2.549820527,329943.940771939,110508.406753097,219435.534018842,0.334930856722359,No Policy,5.0856268657423e-07,3.48267131742958e-06,3.48267131742958e-06,2.25682910936298e-06
2121,2125,2.709846204,359.733071095514,120.485705693386,239.247365402128,0.334930856722359,No Policy,5.54478487036039e-10,3.79710579228723e-09,3.79710579228723e-09,2.46058789426311e-09
2121,2126,3.557329907,634.539412212498,212.526828956434,422.012583256064,0.334930856722359,No Policy,9.78054233870829e-10,6.6977808579264e-09,6.6977808579264e-09,4.34027372398115e-09
2121,2130,2.378980882,446.43513977739,149.524903836607,296.910235940783,0.334930856722359,No Policy,6.88117664883151e-10,4.71227582709291e-09,4.71227582709291e-09,3.05363334309133e-09
2122,2121,3.969033818,329460.432432432,110346.464890713,219113.967541719,0.334930856722359,No Policy,5.07817425729174e-07,3.47756772127989e-06,3.47756772127989e-06,2.25352189392309e-06
2122,2124,3.035840126,733.333333333333,245.615961596397,487.717371736937,0.334930856722359,No Policy,1.13033132016878e-09,7.74058453729978e-09,7.74058453729978e-09,5.01602790359109e-09
2122,2125,2.394128776,329562.794520548,110380.749112582,219182.045407966,0.334930856722359,No Policy,5.07975202648532e-07,3.47864818818417e-06,3.47864818818417e-06,2.25422205450072e-06
2124,2121,2.549820527,329460.432432432,110346.464890713,219113.967541719,0.334930856722359,No Policy,5.07817425729174e-07,3.47756772127989e-06,3.47756772127989e-06,2.25352189392309e-06
2124,2122,3.035840126,733.333333333333,245.615961596397,487.717371736937,0.334930856722359,No Policy,1.13033132016878e-09,7.74058453729978e-09,7.74058453729978e-09,5.01602790359109e-09
2124,2126,2.271222943,329538.030769231,110372.454968138,219165.575801093,0.334930856722359,No Policy,5.07937032770734e-07,3.47838679830618e-06,3.47838679830618e-06,2.25405266949944e-06
2125,2118,2.750825735,412.653411609838,138.210360679887,274.443050929951,0.334930856722359,No Policy,6.3604783025059e-10,4.35569811432424e-09,4.35569811432424e-09,2.82256503701865e-09
2125,2119,2.563154726,471.637128832528,157.965827621952,313.671301210576,0.334930856722359,No Policy,7.2696302519166e-10,4.978291454533e-09,4.978291454533e-09,3.22601590717302e-09
2125,2121,2.709846204,932.295329512081,312.254473431735,620.040856080346,0.334930856722359,No Policy,1.4370035599017e-09,9.84069656157002e-09,9.84069656157002e-09,6.37693552802761e-09
2125,2122,2.394128776,439999.417819986,147369.381967787,292630.035852199,0.334930856722359,No Policy,6.78197894751763e-07,4.64434457727039e-06,4.64434457727039e-06,3.00961276002121e-06
2125,2127,2.505750037,251.030637164988,84.0779063692291,166.952730795759,0.334930856722359,No Policy,3.86928806603878e-10,2.64971436603794e-09,2.64971436603794e-09,1.7170591100125e-09
2126,2124,2.271222943,330155.725349755,110579.339943185,219576.38540657,0.334930856722359,No Policy,5.08889123039822e-07,3.48490677619543e-06,3.48490677619543e-06,2.25827772393372e-06
2126,2130,4.155079203,561.117603134655,187.935599539887,373.182003594768,0.334930856722359,No Policy,8.64884728801549e-10,5.92278851240567e-09,5.92278851240567e-09,3.83806575616306e-09
2126,2131,2.715138703,807.301784094474,270.390278180251,536.911505914223,0.334930856722359,No Policy,1.24434339735016e-09,8.52134687304028e-09,8.52134687304028e-09,5.52197492132284e-09
2126,2136,2.368,330155.725349755,110579.339943185,219576.38540657,0.334930856722359,No Policy,5.08889123039822e-07,3.48490677619543e-06,3.48490677619543e-06,2.25827772393372e-06
2127,2110,2.811209001,235.741895476625,78.9572350173388,156.784660459286,0.334930856722359,No Policy,3.63363338090706e-10,2.4883364603456e-09,2.4883364603456e-09,1.6124835351221e-09
2127,2111,2.385681299,352.595951417004,118.095264084932,234.500687332072,0.334930856722359,No Policy,5.43477609888203e-10,3.72177104925405e-09,3.72177104925405e-09,2.41176972409219e-09
2127,2118,2.627991548,468.929277348294,157.058884604461,311.870392743833,0.334930856722359,No Policy,7.22789248814849e-10,4.94970915454005e-09,4.94970915454005e-09,3.20749409998616e-09
2127,2125,2.505750037,458.347308320227,153.514656652081,304.832651668146,0.334930856722359,No Policy,7.06478615603739e-10,4.83801284658617e-09,4.83801284658617e-09,3.13511302918654e-09
2127,2210,1.386892182,659690.130503596,220950.580580854,438739.549922742,0.334930856722359,No Policy,1.01682056742879e-06,6.9632553048892e-06,6.9632553048892e-06,4.51230559408594e-06
2128,2110,3.397016429,658910.987260137,220689.621466813,438221.365793324,0.334930856722359,No Policy,1.01561962650472e-06,6.95503118105829e-06,6.95503118105829e-06,4.506976224654e-06
2129,2113,1.708088604,264274.747276829,88513.7675155132,175760.979761316,0.334930856722359,No Policy,4.07342759968212e-07,2.78951048504976e-06,2.78951048504976e-06,1.80764932712053e-06
2130,2115,3.902644454,349.768699398312,117.148330144142,232.62036925417,0.334930856722359,No Policy,5.39119794197197e-10,3.69192843571913e-09,3.69192843571913e-09,2.3924312127064e-09
2130,2119,2.96757456,385.970807868322,129.273533349158,256.697274519164,0.334930856722359,No Policy,5.94920308369651e-10,4.0740540916836e-09,4.0740540916836e-09,2.64005501214423e-09
2130,2120,2.994964442,132395.327950821,44343.2806166062,88052.0473342148,0.334930856722359,No Policy,2.0406898067295e-07,1.39747803865481e-06,1.39747803865481e-06,9.0558908087238e-07
2130,2121,2.378980882,643.901576466647,215.662506650852,428.239069815795,0.334930856722359,No Policy,9.92484707708596e-10,6.79660170864639e-09,6.79660170864639e-09,4.40431128371318e-09
2130,2131,2.835131619,610.693946392235,204.54024666031,406.153699731925,0.334930856722359,No Policy,9.41299765424478e-10,6.44608379790862e-09,6.44608379790862e-09,4.1771698304422e-09
2130,2132,5.006153108,329892.756345031,110491.263509142,219401.492835889,0.334930856722359,No Policy,5.08483792900359e-07,3.48213104827029e-06,3.48213104827029e-06,2.25647900593534e-06
2131,2126,2.715138703,807.301784094474,270.390278180251,536.911505914223,0.334930856722359,No Policy,1.24434339735016e-09,8.52134687304028e-09,8.52134687304028e-09,5.52197492132284e-09
2131,2130,2.835131619,561.117603134655,187.935599539887,373.182003594768,0.334930856722359,No Policy,8.64884728801549e-10,5.92278851240567e-09,5.92278851240567e-09,3.83806575616306e-09
2131,2132,3.076300139,330155.725349755,110579.339943185,219576.38540657,0.334930856722359,No Policy,5.08889123039822e-07,3.48490677619543e-06,3.48490677619543e-06,2.25827772393372e-06
2131,2136,2.155,330155.725349755,110579.339943185,219576.38540657,0.334930856722359,No Policy,5.08889123039822e-07,3.48490677619543e-06,3.48490677619543e-06,2.25827772393372e-06
2132,2130,5.006153108,329318.909090909,110299.064356691,219019.844734218,0.334930856722359,No Policy,5.07599287185368e-07,3.47607389393117e-06,3.47607389393117e-06,2.25255386888206e-06
2132,2131,3.076300139,329538.030769231,110372.454968138,219165.575801093,0.334930856722359,No Policy,5.07937032770734e-07,3.47838679830618e-06,3.47838679830618e-06,2.25405266949944e-06
2132,2136,2.44,733.333333333333,245.615961596397,487.717371736937,0.334930856722359,No Policy,1.13033132016878e-09,7.74058453729978e-09,7.74058453729978e-09,5.01602790359109e-09
2134,2135,2.171957846,330000,110527.182718378,219472.817281622,0.334930856722359,No Policy,5.08649094075951e-07,3.4832630417849e-06,3.4832630417849e-06,2.25721255661599e-06
2134,2215,2.613197929,330000,110527.182718378,219472.817281622,0.334930856722359,No Policy,5.08649094075951e-07,3.4832630417849e-06,3.4832630417849e-06,2.25721255661599e-06
2135,2134,2.171957846,330254.870481472,110612.546707091,219642.323774381,0.334930856722359,No Policy,5.09041941468398e-07,3.48595328702295e-06,3.48595328702295e-06,2.25895588040717e-06
2136,2126,2.368,329538.030769231,110372.454968138,219165.575801093,0.334930856722359,No Policy,5.07937032770734e-07,3.47838679830618e-06,3.47838679830618e-06,2.25405266949944e-06
2136,2131,2.155,329538.030769231,110372.454968138,219165.575801093,0.334930856722359,No Policy,5.07937032770734e-07,3.47838679830618e-06,3.47838679830618e-06,2.25405266949944e-06
2136,2132,2.44,733.333333333333,245.615961596397,487.717371736937,0.334930856722359,No Policy,1.13033132016878e-09,7.74058453729978e-09,7.74058453729978e-09,5.01602790359109e-09
2203,2108,0.682207211,219717.449275363,73590.1535226488,146127.295752714,0.334930856722359,No Policy,3.38663883413915e-07,1.85328637700077e-06,1.85328637700077e-06,1.21017409571384e-06
2203,2109,0.512428871,220000.000000001,73684.7884789193,146315.211521082,0.334930856722359,No Policy,3.39099396050635e-07,1.52560787021581e-06,1.52560787021581e-06,9.4023528854148e-07
2203,2114,0.667789107,220000.000000001,73684.7884789193,146315.211521082,0.334930856722359,No Policy,3.39099396050635e-07,1.82088940614884e-06,1.82088940614884e-06,1.18460721861771e-06
2210,2127,1.386892182,658983.038930058,220713.753794348,438269.28513571,0.334930856722359,No Policy,1.01573068413088e-06,6.95579171111567e-06,6.95579171111567e-06,4.50746906081785e-06
2215,2115,0.907591305,1015.60592315095,340.15776193325,675.4481612177,0.334930856722359,No Policy,1.56541525075424e-09,1.01563808193382e-08,1.01563808193382e-08,6.68953211461385e-09
2215,2134,2.613197929,331251.245914268,110946.263584415,220304.982329853,0.334930856722359,No Policy,5.10577715593401e-07,3.49647037102537e-06,3.49647037102537e-06,2.26577112627993e-06
2108,2109,1.194102859,366.666666666667,139.517079337711,227.149587328956,0.380501125466485,High Rebates,5.45826425663658e-10,3.7378558968983e-09,3.7378558968983e-09,2.42219297368269e-09
2108,2110,1.060104309,196.451579563854,74.7500471237152,121.701532440139,0.380501125466485,High Rebates,2.92441264061777e-10,2.00265735034838e-09,2.00265735034838e-09,1.29775537005936e-09
2108,2111,0.891136501,293.82995951417,111.802630290913,182.027329223257,0.380501125466485,High Rebates,4.37400426966863e-10,2.80240347450963e-09,2.80240347450963e-09,1.84816977870355e-09
2108,2114,0.714440978,1029.24903720663,391.630417042419,637.618620164211,0.380501125466485,High Rebates,1.53215815389888e-09,8.53950387599425e-09,8.53950387599425e-09,5.59379526843925e-09
2108,2116,1.060113653,132364.366909605,50364.7905807635,81999.5763288416,0.380501125466485,High Rebates,1.97039916205916e-07,1.34934253470621e-06,1.34934253470621e-06,8.74396471348369e-07
2108,2203,0.682207211,220368.287648366,83850.3814673254,136517.906181041,0.380501125466485,High Rebates,3.28044094845623e-07,1.79517120604766e-06,1.79517120604766e-06,1.17222557608502e-06
2109,2108,1.194102859,562.599486508178,214.069737803228,348.52974870495,0.380501125466485,High Rebates,8.3749545491173e-10,5.73522493155423e-09,5.73522493155423e-09,3.71652142695708e-09
2109,2110,0.603499322,294.677369345782,112.125070685573,182.552298660209,0.380501125466485,High Rebates,4.38661896092666e-10,2.2168790772791e-09,2.2168790772791e-09,1.42101274862609e-09
2109,2113,0.262455142,132599.61757439,50454.3037234809,82145.3138509091,0.380501125466485,High Rebates,1.97390114468174e-07,5.87126329709665e-07,5.87126329709665e-07,2.89404087625885e-07
2109,2203,0.512428871,220549.189509152,83919.2148289534,136629.974680199,0.380501125466485,High Rebates,3.2831338852581e-07,1.47708163230525e-06,1.47708163230525e-06,9.10328467664098e-07
2110,2108,1.060104309,449.903834334265,171.188915315875,278.71491901839,0.380501125466485,High Rebates,6.69734732146489e-10,4.58638827328225e-09,4.58638827328225e-09,2.97205610824733e-09
2110,2109,0.603499322,366.666666666667,139.517079337711,227.149587328956,0.380501125466485,High Rebates,5.45826425663658e-10,2.75845974692131e-09,2.75845974692131e-09,1.76816431131556e-09
2110,2111,1.025019777,293.82995951417,111.802630290913,182.027329223257,0.380501125466485,High Rebates,4.37400426966863e-10,2.99534740051481e-09,2.99534740051481e-09,1.94103508198007e-09
2110,2113,0.855902515,132497.522827371,50415.456557336,82082.0662700351,0.380501125466485,High Rebates,1.97238134438598e-07,1.23006381805287e-06,1.23006381805287e-06,8.12397456269902e-07
2110,2127,2.811209001,209.19219763749,79.5978666398723,129.594330997618,0.380501125466485,High Rebates,3.11407171399627e-10,2.13253715324838e-09,2.13253715324838e-09,1.38191964890937e-09
2110,2128,3.397016429,330101.530793913,125604.003985293,204497.52680862,0.380501125466485,High Rebates,4.91394923616391e-07,3.36510532759959e-06,3.36510532759959e-06,2.18064438679341e-06
2111,2108,0.891136501,579.530456426543,220.511990912405,359.018465514138,0.380501125466485,High Rebates,8.62699193439621e-10,5.52727219293502e-09,5.52727219293502e-09,3.6452058094306e-09
2111,2110,1.025019777,235.741895476625,89.7000565484583,146.041838928167,0.380501125466485,High Rebates,3.50929516874132e-10,2.40318882041805e-09,2.40318882041805e-09,1.55730644407123e-09
2111,2116,1.26381351,264160.538817253,100513.382323798,163647.156493455,0.380501125466485,High Rebates,3.93234007374565e-07,2.69289280294337e-06,2.69289280294337e-06,1.74503945740195e-06
2111,2118,1.636543894,429.000586220785,163.235205882791,265.765380337995,0.380501125466485,High Rebates,6.38617790685013e-10,4.37329737539506e-09,4.37329737539506e-09,2.83396965177202e-09
2111,2127,2.385681299,251.030637164988,95.5174399678468,155.513197197141,0.380501125466485,High Rebates,3.73688605679552e-10,2.55904458389806e-09,2.55904458389806e-09,1.65830357869124e-09
2113,2109,0.262455142,165183.333333333,62852.4442416388,102330.889091694,0.380501125466485,High Rebates,2.45894804761477e-07,7.31400934658043e-07,7.31400934658043e-07,3.6051937968461e-07
2113,2111,1.719992713,165074.078272605,62810.8725680689,102263.205704536,0.380501125466485,High Rebates,2.45732165763433e-07,1.68279031880811e-06,1.68279031880811e-06,1.0904761978065e-06
2113,2114,0.928678339,166070.870055553,63190.1529633363,102880.717092217,0.380501125466485,High Rebates,2.47216007479844e-07,1.62318282165011e-06,1.62318282165011e-06,1.06736090490634e-06
2113,2129,1.708088604,165373.79991602,62924.9169907149,102448.882925305,0.380501125466485,High Rebates,2.46178336654304e-07,1.68584572693248e-06,1.68584572693248e-06,1.09245615323943e-06
2114,2108,0.714440978,842.662913212695,320.634186866297,522.028726346398,0.380501125466485,High Rebates,1.25440277988603e-09,6.99143059979545e-09,6.99143059979545e-09,4.57973109172032e-09
2114,2113,0.928678339,132701.712321409,50493.1508896259,82208.5614317832,0.380501125466485,High Rebates,1.9754209449775e-07,1.2970314406832e-06,1.2970314406832e-06,8.52892621677833e-07
2114,2203,0.667789107,220732.522842485,83988.9733686221,136743.549473863,0.380501125466485,High Rebates,3.28586301738641e-07,1.76443639478548e-06,1.76443639478548e-06,1.1478808559139e-06
2115,2116,1.972403126,132302.89747638,50341.4013922396,81961.4960841405,0.380501125466485,High Rebates,1.96948411730394e-07,1.34871590593314e-06,1.34871590593314e-06,8.73990405450405e-07
2115,2118,1.999934567,353.407751104621,134.472047043888,218.935704060733,0.380501125466485,High Rebates,5.26088971601637e-10,3.60269249038903e-09,3.60269249038903e-09,2.33460483155622e-09
2115,2120,0.952875416,132433.906717801,50391.2505560468,82042.6561617542,0.380501125466485,High Rebates,1.9714343438305e-07,1.30911198920856e-06,1.30911198920856e-06,8.59096077583973e-07
2115,2130,3.902644454,454.170766687449,172.812487878551,281.358278808898,0.380501125466485,High Rebates,6.76086562423454e-10,4.62988603216775e-09,4.62988603216775e-09,3.0002433816066e-09
2115,2215,0.907591305,941.247460386361,358.145718019481,583.10174236688,0.380501125466485,High Rebates,1.40115746445732e-09,9.09067979887777e-09,9.09067979887777e-09,5.98760479150947e-09
2116,2108,1.060113653,165202.83901665,62859.8661760939,102342.972840556,0.380501125466485,High Rebates,2.45923841263491e-07,1.68410292546198e-06,1.68410292546198e-06,1.09132678881426e-06
2116,2111,1.26381351,164890.744939271,62741.1140283997,102149.630910871,0.380501125466485,High Rebates,2.454592525506e-07,1.68092139085966e-06,1.68092139085966e-06,1.08926510131965e-06
2116,2115,1.972403126,165057.362936679,62804.5123639365,102252.850572743,0.380501125466485,High Rebates,2.45707283021445e-07,1.6826199201255e-06,1.6826199201255e-06,1.09036577661768e-06
2116,2118,1.370015114,165000.278848558,62782.7918041602,102217.487044398,0.380501125466485,High Rebates,2.45622306647496e-07,1.68203799622894e-06,1.68203799622894e-06,1.08998868022544e-06
2118,2111,1.636543894,251.854251012146,95.8308259636402,156.023425048506,0.380501125466485,High Rebates,3.74914651685883e-10,2.56744062901269e-09,2.56744062901269e-09,1.66374435598291e-09
2118,2115,1.999934567,356.585919520766,135.681343703153,220.904575817613,0.380501125466485,High Rebates,5.30820048801841e-10,3.63509122372254e-09,3.63509122372254e-09,2.35559975121104e-09
2118,2116,1.370015114,132371.086421451,50367.3473625835,82003.7390588676,0.380501125466485,High Rebates,1.97049918989006e-07,1.34941103443433e-06,1.34941103443433e-06,8.74440860314861e-07
2118,2119,1.964409789,343.599663545107,130.740058688819,212.859604856288,0.380501125466485,High Rebates,5.11488480578348e-10,3.50270735060277e-09,3.50270735060277e-09,2.26981279308734e-09
2118,2120,2.237183405,132585.962704214,50449.1080300108,82136.8546742032,0.380501125466485,High Rebates,1.97369787589135e-07,1.35160151601787e-06,1.35160151601787e-06,8.75860328921186e-07
2118,2125,2.750825735,323.831752218138,123.218346180785,200.613406037353,0.380501125466485,High Rebates,4.82061621353524e-10,3.30119024899494e-09,3.30119024899494e-09,2.13922634966762e-09
2118,2127,2.627991548,179.307597974991,68.2267428341761,111.080855140815,0.380501125466485,High Rebates,2.66920432628251e-10,1.82788898849861e-09,1.82788898849861e-09,1.18450255620803e-09
2119,2118,1.964409789,380.329084662598,144.715644761757,235.613439900841,0.380501125466485,High Rebates,5.66164540519954e-10,3.87713266873098e-09,3.87713266873098e-09,2.51244664515522e-09
2119,2120,1.305711996,264145.755008116,100507.757067783,163637.997940334,0.380501125466485,High Rebates,3.93211999937204e-07,2.6927420945393e-06,2.6927420945393e-06,1.74494179584209e-06
2119,2121,2.023971733,790.810599797988,300.90432325396,489.906276544028,0.380501125466485,High Rebates,1.1772145174491e-09,8.06164381032162e-09,8.06164381032162e-09,5.22407966821221e-09
